name,lat,lon,shop,brand,opening_hours,website,phone
,43.1311906,-1.5472313,convenience,,,,
Xiberua,43.3605603,-1.3992379,greengrocer,,"Mo-We,Fr,Sa 07:30-13:00,15:00-19:00; Th 07:30-13:00; Su 08:30-13:00",,+33559297054
Etxe Peïo,43.360458,-1.399161,convenience,,Mo-Su 10:00-19:00,https://etxepeio.com,
Naturalia,43.3625702,-1.4017892,supermarket,Naturalia,"Tu-Sa 09:30-12:30,15:00-19:00",,+33981109181
Express,42.4960731,1.4995659,supermarket,,,,
Eco Supermacats,42.5050486,1.5147417,supermarket,,"Mo-Fr 08:30-14:00,16:00-20:30; Sa 08:30-14:00,16:00-21:00; Su 08:30-14:00,16:00-20:00",,
Andorra 2000,42.5057141,1.5291971,supermarket,,,,
,42.5970015,-0.1311847,supermarket,,,,
Epicerie Vival,43.0952405,-0.7182205,convenience,Vival,"Tu-Sa 08:00-12:00,14:00-19:00; Su 17:00-19:30",,
,43.384572,-1.667046,convenience,,,,
Todo-Todo,43.316873,-1.9187936,supermarket,,,,
L'Épicerie,42.9997966,-0.6010422,convenience,,"Mo-Sa 09:00-12:10,15:00-20:00; Su,PH 09:00-12:30",,
,42.5360825,1.5821345,supermarket,,,,
,43.3405446,-1.4734541,convenience,,,,
Le Comptoir du Pêcheur,43.3866135,-1.6636665,convenience,,,,
Carrefour,42.8727965,-0.0036331,supermarket,Carrefour,Mo-Sa 08:00-20:00; Su 08:00-13:00,,+33 6 42 17 96 61
Comestibles Adrián,43.3366952,-1.8002598,convenience,,,,
Carrefour Express,42.5434056,2.9200046,convenience,Carrefour Express,Mo-Sa 07:00-20:00; Su 07:30-20:00,https://www.carrefour.fr/magasin/express-saint-genis-des-fontaines,+33 4 68 87 20 76
Le Petit Casino,42.8641637,1.2011979,convenience,Le Petit Casino,Mo-Sa 08:00-19:00; Su 08:00-12:30,,
Épicerie du Chateau,42.8643769,1.201081,convenience,,"Mo-We, Fr-Sa 09:00-12:15,15:30-19:00; Su 08:30-12-15",,+33 5 61 04 97 32
Comercio Marcilla,42.8605849,-0.9249833,convenience,,,,
Supermercado Mazcaray,42.6620417,0.2088582,supermarket,,10:00-20:00,,
Eurospar,42.57921,2.0740674,supermarket,Spar,,,
Ona'ta Bio,43.3363299,-1.4046193,convenience,,,https://onata-bio.business.site/,+33559938564
Euskal Vrak,43.3440842,-1.5283751,convenience,,Mo-Sa 07:00-19:30; We 07:00-13:00; Su 08:00-13:00,,
Les Potagers Bio,42.5481113,2.9418182,supermarket,,,,
Proxi,42.6142914,2.1026613,convenience,Proxi,"Mo-Fr 08:00-12:45, 15:30-19:30; Sa 08:00-13:00, 15:30-19:30; Su 08:00-12:45",,
Vival,42.6131539,2.1040554,convenience,Vival,07:00-19:30,https://vival.casino.fr/stores/e2754,+33 4 68 30 19 62
,43.2555252,-1.0708651,convenience,,,,
Vival,43.1652257,-1.1944445,convenience,Vival,"Tu-Sa 08:45-12:30, 16:00-19:15; Su 08:45-12:30",,
Spar,43.3462385,-1.6220595,supermarket,Spar,,,
La Terrasse du Sud,42.3608706,2.5193174,convenience,,Mo-Su 09:30-19:00,,+33 6 62 87 31 38
Vival,42.7329512,-0.0096002,convenience,Vival,Mo-Su 09:00-19:00 Closed Tues & Wed,https://magasins.vival.fr/fr/vival-gavarnie,+33 5 62 92 46 08
Vival,43.1161348,-0.8631913,convenience,Vival,,,
BonÀrea,42.5434038,1.5169972,supermarket,BonÀrea,,,
Vival,42.8970068,0.0652655,convenience,Vival,"Mo-We 08:30-13:00,15:00-19:30; Th 08:30-13:00; Fr-Sa 08:30-13:00,15:00-19:30; Su 08:30-13:00",https://magasins.vival.fr/fr/vival-bareges,+33 6 68 55 90 68
CENTRAL III,42.5424683,1.7328958,supermarket,,,,
PETIT PREU,42.5430107,1.733519,supermarket,,,,
Carrefour,42.542405,1.7345185,supermarket,Carrefour,"Mo-Fr 08:30-20:30; Su 08:30-14:00,16:30-20:00",,
Dia,43.324244,-1.9312958,supermarket,Dia,Mo-Sa 09:00-21:00,,
,43.3307629,-1.8184124,convenience,,,,
Covirán,43.3213034,-1.9394643,supermarket,Covirán,,,
Intermarché,42.9919491,-0.4230031,supermarket,Intermarché,Mo-Sa 09:00-19:00,,
La Cardincha,42.6050201,0.5231704,convenience,,,,
Épicerie du quartier,42.4784992,3.126179,greengrocer,,"Mo-Fr 08:30-12:30,16:00-19:00; Sa 08:30-12:30",,
,43.3665314,-1.7933742,supermarket,,,,
,42.501398,2.7579139,supermarket,,,,
Proxi,42.4734185,2.6688641,convenience,Proxi,,,+33 9 65 22 16 09
Au Marché de l'impératrice,42.9718922,-0.3914912,convenience,,,,
ViBio Productes Ecològics,42.3635456,3.152843,convenience,,,,
Benta Peio,43.2841536,-1.5066074,supermarket,,,,
,42.619254,-0.3041177,convenience,,"Mo-Fr 08:00-14:00, 17:00-21:30",,
La Vie Claire,43.3480526,-1.7708754,supermarket,La Vie Claire,"Tu-Fr 09:15-13:00,14:30-19:00; Sa 09:15-13:00",https://www.lavieclaire.com/magasin-bio/hendaye.html,+33 5 59 20 47 71
,42.5018323,1.5154038,convenience,,,,
Bonpreu,42.2596771,3.182082,supermarket,Bonpreu,Mo-Sa 09:00-21:00,https://www.bonpreuesclat.cat/#,
Carrefour,42.2608973,3.1799132,convenience,Carrefour,Mo-Su 08:30-21:30,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/cap-de-norfeu-gerona-s.aspx,
La Laiterie,42.4490205,2.0270102,convenience,,"Mo-Sa 09:30-12:30, 15:00-19:00; Su 09:30-12:30",,+33 4 68 04 94 71
E. Leclerc,42.5088743,1.532163,supermarket,,,,
Valvi,42.3670748,3.156225,supermarket,,,,
Superspar,43.3160788,-1.9714247,supermarket,Superspar,,,
Chez Gloria & Andres (Fruit et Legumes),42.5309302,2.9530811,greengrocer,,"Tu-Su 08:00-12:30, 16:00-19:00",,+33786488432
Azoka,43.3166454,-1.917091,supermarket,,,,
Manuel Ansa Huarte,43.1704923,-1.8651516,convenience,,,,
Superette Casino Argelès,43.0064333,-0.1001316,convenience,Casino,"Tu-Sa 08:30-12:30,15:30-19:30; Su 09:00-12:00",,+33 5 62 97 01 28
L'un n'empêche pas l'autre,43.0059875,-0.1002268,greengrocer,,"Mo-Sa 08:45-12:00, Mo,Tu,Th-Sa 15:30-18:00",,+335 62 90 39 86
Supermercado Unico,43.3331895,-1.7903648,supermarket,,,,
Eroski,43.1315968,-1.6740826,supermarket,Eroski,,,
Suma,43.1322844,-1.6717751,supermarket,Suma,,,
,42.5267712,2.1222335,convenience,,,,+33 4 68 04 29 31
,42.4762168,2.1022132,convenience,,,,
Txolarre,43.3085784,-1.8878881,convenience,,,,
Comerç les Bons,42.5376928,1.5865377,supermarket,,,,
Casino,42.7898047,0.5915561,supermarket,Casino,"Mo 07:45-12:45,15:00-18:00; Tu-Sa 07:45-12:45,15:45-19:45; Su 07:45-12:45",,+33561790316
Vinaigrerie La Guinelle,42.4822373,3.1278025,convenience,,"Mo-Su 09:30-12:30, 15:00-19:00",http://www.levinaigre.com,
L'Echoppe Du Montagnard,42.7796342,1.3006864,convenience,,,,+33 5 61 04 95 15
Todotodo Spar,43.3111459,-1.9659191,supermarket,Spar,,,
Eroski City,43.2923628,-1.8551724,supermarket,Eroski,,,
Spar,43.3120816,-1.5818408,supermarket,Spar,"Su 09:00-12:30; Mo-Sa 08:30-14:00,16:00-19:30",,
Alison,43.3087116,-1.9671021,convenience,,,,
Supermercado Alto Aragón,42.6813674,-0.5357443,supermarket,,,,
Auberge de Py,42.4955948,2.350824,convenience,,,,
Frutería,43.2669475,-1.9746312,greengrocer,,,,
Consciència,42.5082224,1.520737,convenience,,,https://www.conscienciaorganic.com/,
de bon Gra,42.5071708,1.5294413,convenience,,"Mo-Sa 10:00-14:00,16:00-20:00",https://debongra.com/,+376 816 868
Lurreko,43.2665588,-1.9756197,supermarket,,,,
Urkia Frutadenda,43.2664952,-1.9756598,greengrocer,,,,
Isu,43.2691819,-1.9740509,greengrocer,,,,
Ezkerro,43.2691303,-1.9752467,greengrocer,,,,
ECO,42.5360336,1.5820588,supermarket,,,,
Caprabo,42.5066868,1.5234295,supermarket,Caprabo,Mo-Sa 09:30-21:00; Su 09:00-20:00,,
Venta Biok,43.3097356,-1.6876271,supermarket,,,,
Casa Domingo,42.6278855,-0.1121382,supermarket,,,,
,42.7736809,-0.360204,supermarket,,,,
Domaine Saque,42.4916391,2.7434227,greengrocer,,,,
Monoprix,43.3904153,-1.6577724,supermarket,Monoprix,Mo-Sa 09:00-19:30,https://www.monoprix.fr/820.html,+33 5 59 26 18 62
El Estanco,42.7564053,-0.8286621,convenience,,,,
Fruteria del Monte,43.3398999,-1.7955467,greengrocer,,,,
Gourmandises montagnardes,42.8162772,0.3215202,convenience,,,,
La Pitchouli,42.8164496,0.3215403,convenience,,,,
Tania,43.2794614,-1.6883271,supermarket,,,,
El Corral Bio,42.7718563,-0.3327517,convenience,,,,
,42.466766,2.5795317,convenience,,,,
Le Petit Gourmand,42.5081439,2.1218272,convenience,,"Mo-We,Fr-Sa 08:00-12:15,15:00-19:00; Su 08:00-12:15",,+33 4 68 04 26 40
Solans,42.6349505,0.2183254,supermarket,Spar,,,+34 974 501 160
Mazcaray Supermercado,42.633717,0.2185764,supermarket,,"10:00-13:30,15:00-20:00",,
Carrefour Express,42.7001055,0.8626844,convenience,Carrefour Express,,,
Denda,42.9454664,-1.2656947,convenience,,,,
Todotodo,43.325563,-1.9712304,convenience,,,,
,43.2951743,-1.9545121,convenience,,,,
Ugari,43.2818763,-1.6825307,supermarket,,,,
Proxi,42.9568669,-0.2112968,convenience,Proxi,"Mo-Sa 08:00-20:00; Su 08:00-13:00,15:30-19:00",,+33 5 62 97 47 14
Au Petit Panier,42.44279,3.1664349,convenience,,"We-Sa 08:30-12:30, 16:30-19:30; Su-Mo 08:30-12:30; Tu 16:30-19:30",,+33 6 26 19 48 90
Casino shop,42.4414283,3.1648913,convenience,,"Mo-Sa 08:00-12:30, 15:00-19:00; Su 08:00-12:30",,
Dia Market,43.1304669,-1.6706813,supermarket,Dia Market,,,
El Buc,42.4200694,2.8726113,supermarket,,,,
,42.4199395,2.8712248,supermarket,,,,
Covirán,43.1708393,-1.8636852,supermarket,Covirán,,,
La casa de la fruta,43.3166224,-1.9728756,greengrocer,,,,
Covirán,43.3229252,-1.9756202,supermarket,Covirán,,,
Barazki denda,43.3233148,-1.9756832,greengrocer,,,,
Supermercado Daniel,43.3037288,-1.9770214,convenience,,,,
Merk&To,43.3042783,-1.9759995,convenience,,,,
Zubitxo,43.3104155,-1.9715908,greengrocer,,,,
Biok 37,43.3112061,-1.6906096,supermarket,,,,
Benta Gorria,43.3096128,-1.6841331,supermarket,,,,
Benta Peio,43.3098744,-1.6879767,supermarket,,,,
Benta Peio 2,43.3099251,-1.6882127,supermarket,,,,
La Venta Des Pottoks,43.310335,-1.6879847,supermarket,,,,
Benta Biok,43.3103647,-1.6892829,supermarket,,"Mo-Su,PH 08:00-19:00",,
Beola Etxea,43.3105257,-1.6896651,supermarket,,,,
Benta Peio 3,43.3108595,-1.6895967,supermarket,,,,
Aguirre,43.3108946,-1.6898247,supermarket,,,,
Benta Manolo,43.3107453,-1.68994,supermarket,,,,
Dia Market,43.2478397,-1.7047032,supermarket,Dia Market,,,
Bortziri,43.2467857,-1.7106357,supermarket,,,,
Apezenea Denda,43.1968111,-1.7260124,convenience,,,,+34 948 63 41 56
Jaione Vergara Almandoz,43.1954894,-1.7259961,convenience,,,,+34 948 63 42 62
Eztika,43.1611456,-1.2389551,convenience,,"Mo 09:00-13:00; Tu-Sa 09:00-13:00, 15:00-19:00",,
sherpa,42.908806,0.1675453,convenience,,7:30-20:00,,
PROXIM supermercats,42.262981,3.177622,supermarket,,,,
Fran per,42.5421984,1.7324737,supermarket,,,,
Hiper pas,42.5422262,1.7326016,supermarket,,,,
Hiper pas,42.5423243,1.7321299,supermarket,,,,
,42.509005,1.5435878,convenience,,,,
E.Leclerc Express,42.5091958,1.5408665,supermarket,,Mo-Fr 08:30-21:00; Sa 09:00-21:00; Su 09:30-19:00,,
,42.5417783,1.7325436,supermarket,,,,
BM,43.3634531,-1.7988304,supermarket,BM,,,
Les Délices de Céline,42.9885539,-0.4266388,convenience,,,,
Producteur de conserves gastronomiques,43.006067,-0.1003912,convenience,,,,
Dupouy fruits et légumes,42.8743616,-0.0035555,greengrocer,,,,+33 5 62 92 85 64;+33 6 07 89 36 62
Le Panier de la Marmotte,42.8896946,-0.1151141,convenience,,"Mo,We-Sa 09:00-13:00,16:00-19:30; Tu off; Su 09:00-13:00; SH Mo-Su 09:00-20:00",https://lepanierdelamarmotte-65.fr/,+33 6 08 10 64 53
Elordi Janaridenda,43.2977265,-1.8630731,convenience,,,,+34652731025
Oriargi janari denda,43.297378,-1.858339,convenience,,,,
Belutene janari denda,43.2969407,-1.8580641,convenience,,,,
Marisol janari denda,43.2995873,-1.8611594,convenience,,,,
Oskorri Liburudenda,43.1374617,-1.6106903,supermarket,,,,
Mermeladas Irular,43.1308245,-1.5469774,general,,,,
Maderas Legate S.L.,43.1331064,-1.5524824,general,,,,
Benta Peio,43.1182127,-1.2706593,supermarket,,,,
Benta Biok,43.1174452,-1.2708524,supermarket,,,,
Simply Market,43.1396441,-1.5734433,supermarket,Simply Market,,,
UTS Diseinua,43.2655753,-1.9757548,general,,,,
Hernani,43.266394,-1.9768114,greengrocer,,,,
Frutategia Barazki Denda Alomentacion,43.3136242,-1.8994738,greengrocer,,,,
Biosud 66,42.5013937,2.7607922,supermarket,,,,+33 4 68 22 01 29
Ze Goxoa,43.1321398,-1.6738897,greengrocer,,,,
Épicerie des Chalets d'Iraty,43.0364943,-1.0352724,convenience,,"Jul 01-Aug 31 08:15-19:00; Sep 01-Jun 30 08:15-12:00,13:30-17:30",http://chalets-iraty.com/presentation/la-boutique-epicerie-des-chalets/,
Vival,43.3887448,-1.6481891,convenience,Vival,,,
Loustalot,43.3872771,-1.6617449,greengrocer,,,,
Vival,43.3960936,-1.6467634,convenience,Vival,"Mo-Fr 07:30-20:00; Sa,Su 08:00-20:00",https://www.vival.fr/,+33 5 59 85 54 32
Spar,43.3805969,-1.6642853,supermarket,Spar,"Tu-Sa 08:00-13:00,16:00-19:30; Su 08:00-13:00",,+33 5 59 47 20 52
Alto Aragón,42.7383582,-0.7497957,supermarket,,,,
Venta BIOK,43.1171167,-1.2714611,supermarket,,,,
Eroski City,43.3206524,-1.9004675,supermarket,Eroski,,,
La Voliaina,42.5755879,1.0883473,convenience,,Mo-Sa 08:00-20:00; Su 08:00-14:00,,
Arán Fruits,42.7050434,0.7956532,greengrocer,,,,
Oreka Market,43.3039087,-1.9593379,supermarket,,,,
S. Picart,42.2333816,2.6322766,supermarket,,"Mo-Sa 09:00-13:30, 17:00-20:30",,
UniMarché,43.1157464,-0.862792,convenience,,,,
Carrefour City,42.5255795,3.0827049,convenience,Carrefour City,Mo-Sa 07:00-21:00; Su 08:00-20:00,https://www.carrefour.fr/magasin/city-collioure,+33 4 68 82 26 04
Bio Gourmand,42.5250182,3.0826557,convenience,,"Mo-Su 10:00-13:00, 16:00-19:45",,+33686804939
L' épicerie du Racou,42.5360055,3.0566607,convenience,,"Mo-Fr 08:00-12:30; We off; PH,Sa,Su 08:00-12:30,15:00-19:00",,
Zelaia,43.317661,-1.9696305,greengrocer,,,,
,43.3175413,-1.969477,greengrocer,,,,
Super Adarra,43.317978,-1.9689491,convenience,,,,
Le Terrier,42.9574795,-0.3322716,general,,,,
Ama Lur,43.3391862,-1.4473891,supermarket,,,,
Ze goxoa,43.2813506,-1.6822872,greengrocer,,,,
Irene,43.2816092,-1.6801728,kiosk,,,,
Purienea,43.2816855,-1.6792449,kiosk,,,,
Oroz,43.2817017,-1.6787845,supermarket,,,,
Zurera,43.2799525,-1.6863908,supermarket,,,,
Telletxea,43.2750242,-1.6880532,supermarket,,,,
La Gare des Vals,42.6595788,1.8371329,convenience,,"Mo-Sa 08:00-12:00,15:30-18:00; We off",,
Supermercat Beneria,42.5216971,0.8346884,convenience,,"Mo-Sa 08:30-13:30,17:00-20:30; Su,PH 08:30-23:00,18:30-19:30",,
L'air du pays,43.306725,-1.4986566,convenience,,,,
Spar,42.5768201,2.070493,convenience,Spar,,,
Proxi,42.5781051,2.0722788,convenience,Proxi,"Su 08:30-13:00; Mo-Sa 08:30-13:00,15:30-19:30",,
Trady's Surpermerkatuak,43.2338336,-1.6361642,supermarket,,,,
Petite Epicerie du Village Angaka,42.7249412,1.6926159,convenience,,,,
Carrefour Express,42.9447099,-1.2641348,convenience,Carrefour Express,Mo-Sa 08:00-21:00; Su 08:00-14:00,,
Biocoop,42.4862012,2.7476444,supermarket,Biocoop,"Mo 15:00-19:00; Tu-Fr 09:00-13:00, 15:00-19:00; Sa 09:00-19:00",https://www.biocooplacoupole.fr,
Vival,42.4863814,2.7475786,convenience,Vival,"Tu-Su 10:00-13:00,16:30-19:30",,
Udaco,42.8607939,-0.9231789,supermarket,,,,
Suma Express,42.5901746,0.3464565,supermarket,Suma,,,+34974506210
Supermercado Casa Fantova,42.5803975,0.3359888,convenience,,,,
,42.3977936,1.1375658,supermarket,,,,
,42.3200155,2.7899654,supermarket,,,,
Petit Mercat de Canillo,42.5658493,1.5979435,supermarket,,"Mo-Sa 08:30-14:00, 16:45-20:00; Su 08:30-14:00",,+376 744 888
Carrefour Contact,42.5458684,3.0239422,convenience,Carrefour Contact,"Mo-Sa 08:00-20:00; Su 08:00-13:00,15:00-19:00",https://www.carrefour.fr/magasin/city-argeles-sur-mer,+33 4 68 81 07 89
ALDI,43.3199907,-1.9599369,supermarket,ALDI,Mo-Sa 09:30-21:30,,
,42.3067943,2.7078505,convenience,,,,
Etxea,43.1625119,-1.2374925,convenience,,,http://baron-espeleta.fr/,+33 5 24 34 12 52
Larrunkoop,43.3627604,-1.6987771,convenience,,,,
Carnisseria,42.6434907,1.2566561,convenience,,,,
Relai des Mousquetaires,43.1618031,-1.2376029,convenience,,,,+33 5 59 37 02 55
Artatxiki Biogunea,43.3204916,-1.9539593,greengrocer,,Mo-Sa 10:30-20:00,https://saretuz.eus/es/alternativas-de-consumo/artatxiki-biogune-elkartea/,
Supermarcat Solimar,42.2637785,3.1558527,supermarket,,,,
Vival El Petit Mercat,42.5265597,2.903738,convenience,Vival,,,
Benjamín,42.7833759,0.6917926,supermarket,,"Mo-Su 09:30-13:00, 14:30-19:00",https://supermercatbenjamin.com,+34 973 64 82 42
Carrefour Express,43.2216695,-2.0212703,convenience,Carrefour Express,"Mo-Fr 09:00-21:00; Sa,Su 09:00-14:00",,+34 914908900
Supermercat Pirineu,42.576547,1.668271,convenience,,,,
,42.3709731,3.1630472,supermarket,,,,
Les Comptoirs De La Bio,43.3595155,-1.5782511,supermarket,Les Comptoirs De La Bio,Mo-Sa 09:00-19:30,https://magasins.lescomptoirsdelabio.fr/fr/les-comptoirs-de-la-bio-saint-pee-sur-nivelle-105459,
Eroski,43.3180491,-1.9337686,supermarket,Eroski,,,
Sherpa Supermarché,42.7841395,0.1584768,supermarket,,"Jul-Aug 08:00-13:00,16:00-19:00; Dec-Apr 08:00-13:00,16:00-19:00; SH 08:30-19:00",https://www.sherpa.net/magasins/piau-engaly,+33 5 62 39 36 51
Eroski City,43.3160869,-1.9170428,supermarket,Eroski,,,
BM,43.2188825,-2.0185296,supermarket,BM,Mo-Fr 09:00-21:00; Sa 09:00-17:00,https://www.bmsupermercados.es/tienda-14068.htm,
La Boutique à Fonfon,42.4845969,2.7485862,greengrocer,,,,
Vival,42.4734153,2.6696155,convenience,Vival,"Tu-Sa 08:30-13:00,15:00-19:00; Su 08:30-12:30; Mo off",https://magasins.vival.fr/fr/s/vival-amelie-les-bains-palalda,+33 4 68 98 11 63
Colmado Lafortuna,42.5430131,0.1942781,convenience,,,,
Supermercat Carles,42.6269292,1.1233536,convenience,,"Mo-Su 10:00-13:30, 18:00-20:00",,
Bonjour,42.5658836,1.5962794,convenience,Bonjour,,,
,42.6121143,0.5274421,convenience,,,,
Carrefour express,42.4948499,2.7428758,convenience,Spar,,,
Etxe Vrac,43.3608124,-1.3988897,convenience,,"Mo 15:00-18:30; Tu-Sa 09:30-12:30,15:00-18:30",https://www.facebook.com/etxevrac/,+33 5 35 39 69 88
Quesos del Roncal Ronkari,42.7933296,-0.9620918,convenience,,Mo-Fr 08:00-19:00,,+34948475014
BM,43.3636393,-1.7946909,supermarket,BM,,https://www.bmsupermercados.es/,
Spar,42.3801032,2.7015807,supermarket,Spar,,,
Supermercados AVI,42.6060386,0.524627,supermarket,,,,
Supermercado Torla,42.6287387,-0.1122055,supermarket,,,,
Supermercat Font,42.5778524,1.6656093,convenience,,,,
Ca La Nuria,42.3751533,2.3017173,convenience,,,,
Proxi,42.5549736,2.270274,convenience,Proxi,,,
Alimentació,42.3490483,2.1631145,convenience,,,,
,42.3162528,2.1034481,convenience,,,,
Solans,42.6648896,0.2111673,supermarket,,,,
,42.6315148,-0.1070108,convenience,,,,
Vival,42.9139335,0.6928912,convenience,Vival,"Mo-Su 08:30-12:30,15:00-19:30",https://magasins.vival.fr/fr/vival-saint-beat,+33 5 61 79 40 55
Alimentació,42.8114728,0.7100159,supermarket,,,,
Bazar Riberas de Loiola,43.3102925,-1.9721086,convenience,,,,
Autoservicio Europa,42.4633,1.9823309,convenience,,,,
Gerezi,43.3144044,-1.9028998,greengrocer,,,,
Eroski City,43.3225925,-1.9130346,supermarket,Eroski,,,
BM,43.3225737,-1.9676885,supermarket,BM,,,
L'echo des montagnes,42.9186439,1.0317252,convenience,,"Mo-Sa 09:30-12:30,15:30-18:30; Tu 09:30-12:30; We off",,
Le Hors Pistes,42.788034,0.476158,convenience,,08:00-19:00,,+33 7 61 23 98 46
Condis express,42.3812271,3.1546135,supermarket,,,,
Intermarché Hyper,42.5581057,3.0096759,supermarket,Intermarché Hyper,Mo-Sa 08:30-20:00; Su 08:30-13:00,,
Intermarché Hyper Drive,42.5581928,3.0102941,supermarket,Intermarché Hyper Drive,,,
Espigon Berri,43.3153905,-1.9007967,greengrocer,,,,
FRUTERÍA ANTONIO,43.2202588,-2.0208839,greengrocer,,,,
L'Isba,42.9121431,0.7679835,convenience,,,,
Biomonde,42.4733609,2.6685966,supermarket,Biomonde,,,
Marché aux affaires,42.5479172,2.9409094,general,,,,
Caprabo,42.5462835,1.5219234,supermarket,,,,
La Marchande,42.5423258,2.9221138,greengrocer,,"Tu-Sa 08:00-12:30,16:00-19:00; Su 09:00-12:00",,+33 4 68 21 93 76
Frutas Isu,43.3146795,-1.9013549,greengrocer,,,https://frutas-isu.com/,
Supermercat La Catalane,42.4631499,2.863698,supermarket,,Mo-Su 08:00-20:00,,
Bio Des Lys,42.791071,0.5907069,convenience,,Mo-Sa 09:00-19:00,http://biodeslys.fr,+33 6 51 57 27 53
Épicerie y café,43.1011316,-0.6611381,convenience,,"Mo-Sa 09:00-13:00,16:00-19:00",,
La Bellota Azul,42.5807681,0.3388187,convenience,,,,
Comerç Babi,42.556418,1.5340339,supermarket,,Mo-Su 08:30-20:30,,+376847280
BM,43.3362295,-1.7965078,supermarket,BM,,,
,42.5497716,1.3180372,convenience,,,,
Suma,42.4962575,1.2101755,supermarket,Suma,,,
Camping Valle Añiscolo,42.5095727,0.1253804,convenience,,,,
,43.3140613,-1.9022555,convenience,,,,
Todotodo,43.3098087,-1.971532,supermarket,,,,
Dia,43.3124577,-1.9015207,supermarket,Dia,,,
La tienda de Willy,43.3163951,-1.9086538,greengrocer,,"Mo-Fr 09:00-14:00, 17:00-20:00; Sa 09:00-14:00",,+34 608 286 086
Plusfrésc de Lleida,42.7031588,0.7918699,supermarket,,,,
La Table de Serdinya,42.5680851,2.319046,convenience,,,,+33 4 68 30 02 55
Novavenda,42.2900482,3.2744488,supermarket,,Mo-Sa 08:30-20:30,,
Au Marché de Magalie,43.3745727,-1.6794989,greengrocer,,Tu-Sa 08:30-19:00,https://aumarche-magalie.fr/,+33 5 59 23 93 30
Primaprix,43.3153517,-1.902394,supermarket,Primaprix,,,
Frutas Adarra,43.3151167,-1.9031963,greengrocer,,,,
Covirán,43.3156121,-1.9030425,supermarket,Covirán,,,
Aritz,43.3124942,-1.953874,greengrocer,,,,
Seppels Schlemmerladen,42.2460248,3.1111432,convenience,,,,
Du Producteur au consommateur,42.5305851,2.9567626,greengrocer,,Mar-Nov Mo-Fr 08:30-12:00,,+33673947080
Natural Bio,42.2634451,3.1781267,supermarket,,"Tu-Fr 09:00-13:30, 16:30-19:00; Sa 16:30-19:00",,
Arruti,43.3213057,-1.8984499,convenience,,,,
Condos life M,42.2897695,3.2771951,supermarket,,Mo-Sa 09:00-21:00; Su 09:00-14:30,,
Miellerie de la Rive Faite,42.8838506,1.1726741,convenience,GAEC Miel Abeilles et Cie,,,
,42.5265763,2.9037362,supermarket,,,,
,42.5387932,3.0522016,convenience,,,,
,42.4117403,1.1304009,convenience,,,,
,42.4117715,1.1304349,convenience,,,,
El Rebost del Pirineu,42.4120391,1.130727,convenience,,,,
Maison Balme,43.3874943,-1.6608413,convenience,,"Tu 09:00-14:00, We-Sa 08:00-14:00, Su 09:00-14:00",,
Supermercado Benasque,42.6031873,0.5239634,supermarket,,,,
Dia,43.3057139,-1.9771653,supermarket,Dia,,,
Casiers locaux éthiques des Albères,42.5488064,2.9234067,greengrocer,,24/7,,
Le Saint-Béat,42.9140316,0.6928711,convenience,,Mo-Su 10:00-22:00,,+33 7 84 76 20 34
Chez gg,42.7883628,0.5927711,convenience,,,,
La Casa del Jamón,42.7850166,0.6920719,general,,Mo-Su 10:30-19:00,,+34 973 64 72 12
Supermercado Madrid,42.7867356,0.6928949,supermarket,,Mo-Su 09:30-19:00,http://www.jamadrid.com/,+34 973 64 80 94
Euromercat Pablo,42.788621,0.694736,supermarket,,We-Mo 10:00-19:00,,+34 973 64 70 19
Super Mercat,42.7843591,0.6923898,supermarket,,Mo-Su 08:30-23:00,,
Mlle Flor,42.873157,-0.0036252,convenience,,,,
Ets Dupouy,42.8741287,-0.0034871,greengrocer,,,,
,42.5690783,1.1098532,convenience,,,,
Era Plaza,42.7854409,0.6917566,convenience,,Mo-Sa 09:00-13:30; Mo-Sa 17:00-20:00; Su 09:00-13:00,,
Les Halles,42.5464878,2.3900016,convenience,,,,
Eroski City,43.3025365,-1.9798688,supermarket,Eroski,,,
Azokoop denda,42.8993606,-1.3886267,convenience,,,,
Día,42.3625927,3.15424,supermarket,,Mo-Sa 09:00-21:00; Su 09:00-14:00,,
Spar,43.2695793,-1.9750047,convenience,Spar,,,
Ametller Origen,42.7034861,0.7935096,supermarket,,,https://www.ametllerorigen.com/,+34900877111
Ares,43.271094,-1.9759436,greengrocer,,,,
Tramuntana,42.411437,2.8756612,supermarket,,,,
Covirán,43.3219548,-1.9598504,supermarket,Covirán,,,
,42.5140533,0.8589001,supermarket,,,,
Super Mini,43.3048452,-1.9749643,greengrocer,,,,
,43.2811063,-1.6876775,convenience,,,,
Tienda Urrutea,42.7878949,-0.9227873,supermarket,,,,
Amara Berri,43.305108,-1.9776582,greengrocer,,,,
Goizeder,43.3035125,-1.9784321,greengrocer,,,,
Qmara,43.3058215,-1.9753342,greengrocer,,,,
Eroski,43.3052838,-1.9734573,supermarket,Eroski,,,
Wine Palace,42.2664916,3.1776535,supermarket,,,,
,43.3127957,-1.9379896,convenience,,,,
,43.3411724,-1.7981119,convenience,,,,
Chez Roro,42.9983779,-0.6009999,greengrocer,,,,
Pixuke,43.1470658,-1.5197513,convenience,,,,
Biain Jamones y Embutidos,43.2239915,-2.0201916,general,,,https://biainjamones.com/,+34 943 30 03 50
