osm_type,osm_id,name,name_en,name_ru,name_ky,elevation_m,lat,lon,prominence,wikidata,wikipedia,prominence_calc
node,3417330905,Николаева,,,,4802,39.7192729,71.8282027,,,,222
node,5760393073,,,,,4802,39.583703,71.4266796,,,,284
node,2440404601,пик Мусы Джалиля,,,,4800,39.4461454,72.8750185,,,,235
node,10086900778,,,,,4797,40.0146328,73.9288902,,,,893
node,5767350635,,,,,4795,39.5946108,71.3447642,,,,246
node,5767976976,,,,,4792,39.5005307,71.2043666,,,,423
node,5767976977,,,,,4787,39.4927981,71.1831879,,,,437
node,5767976958,,,,,4780,39.412207,71.06353,,,,448
node,3667603561,Bird,Bird,Птица,,4774,39.5390537,70.31432,,,,335
node,5767976355,,,,,4762,39.5437211,71.4024862,,,,417
node,5767976410,,,,,4759,39.5203511,71.3906762,,,,371
node,13823974264,Жусуп Абдрахманов,,Жусуп Абдрахманов,,4755,39.6458396,69.7290409,,Q4054488,"ru:Абдрахманов, Юсуп Абдрахманович",800
node,5767976392,,,,,4754.1,39.4042311,71.3825062,,,,1069
node,10086900758,,,,,4754,40.0395751,73.9307355,,,,380
node,5767976975,Кимиздыкты,,Кимиздыкты,,4751,39.4787174,71.213054,,,,416
node,9217874126,Argo,Argo,,,4750,39.5813818,69.9333858,,,,271
node,10253642414,Абдыкадыра Орозбекова,,Абдыкадыра Орозбекова,,4740,39.6438668,69.7119211,,Q4665217,"ru:Уразбеков, Абдукадыр",210
node,5759188781,Сарнигми,,,,4736,39.5892782,71.55388,,,,287
node,5767976353,,,,,4731,39.5554406,71.4010668,,,,304
node,5760523130,,,,,4722,39.6555557,70.6259,,,,258
node,5760393088,,,,,4720,39.603371,71.4638962,,,,217
node,2314877406,,,,,4718,39.2574438,69.12001,,,,715
node,5763439687,,,,,4716,39.5783311,71.4637462,,,,384
node,2117849223,пик Сибиряков,,,,4714,39.5920725,73.9120195,,,,356
node,5610390118,Kattabarzangi,Kattabarzangi,Каттабарзанги,,4709,39.1215525,69.648178,,,,796
node,5767976481,,,,,4701,39.4936772,71.2562931,,,,412
node,5767976041,,,,,4700,39.5137511,71.2950262,,,,289
node,5767976406,Москвич,,,,4700,39.755381,71.8129862,,,,293
node,10076719993,Сугут,,Сугут,,4700,39.8606043,73.5862541,,,,822
node,5760515184,,,,,4690,39.6871103,70.6061375,,,,378
node,5767976518,,,,,4690,39.4632009,71.1479759,,,,705
node,6009625660,Пирьях,,Пирьях,,4681,39.5393261,69.3437712,,,,722
node,5767976023,,,,,4679,39.512666,71.2542987,,,,266
node,9919430669,,,,,4678,39.92621,73.6518072,,,,695
node,5767976433,,,,,4670.2,39.3630911,71.3516262,,,,975
node,2593135353,,,,,4660,39.1031131,73.9924653,,,,306
node,9197173335,Dioscury,Dioscury,Диоскуры,,4648,39.5843089,69.9420762,,,,237
node,7341570015,,,,,4639,39.5231772,71.3044452,,,,207
node,2314876847,,,,,4635,39.0873353,69.0209965,,,,1413
node,9592100175,Легендарная Магнитка,,,,4632,39.9854727,72.7073907,,,,267
node,11987843844,Snezhnaya,Snezhnaya,,,4620,40.1439195,73.7886913,,,,593
node,7315203286,Салиевой,,,,4616,39.6989405,71.8724942,,,,228
node,1882765924,Тенисбай,,,,4615,39.6031422,69.5955562,,,,500
node,5610389644,Таврия,,,,4605,39.9906333,72.7391767,,,,295
node,5767976030,Лойсу,,,,4595.7,39.4825911,71.3633662,,,,382
node,6187403488,Шанкол,,,,4593,40.0767794,72.7407225,,,,743
node,5767976396,,,,,4589.4,39.8230982,71.8898359,,,,343
node,5760062976,,,,,4587,39.695157,70.5184883,,,,203
node,5767976022,Какойлес,,,,4580,39.4746198,71.2622987,,,,390
node,5767976444,,,,,4575.8,39.4869711,71.3041362,,,,265
node,5767976996,,,,,4567,39.5402511,71.2623162,,,,217
node,7659992048,,,,,4563,39.0901346,69.659435,,,,333
node,5767976409,,,,,4562.2,39.4891511,71.3854262,,,,239
node,5767976052,,,,,4560,39.5785084,71.3994224,,,,245
node,10297463105,Исхак Раззаков,,Исхак Раззаков,,4555,39.6435693,69.684391,,Q4388557,"ru:Раззаков, Исхак Раззакович",339
node,5767976412,,,,,4553,39.5105784,71.3675877,,,,308
node,10076718732,,,,,4553,40.1249144,73.7882566,,,,278
node,5767976407,,,,,4550.1,39.497894,71.3963557,,,,268
node,5767976039,Пермская,,,,4545,39.5351611,71.3490062,,,,238
node,10076718728,Kichi Kashkasu,Kichi Kashkasu,,,4542,40.1366939,73.7939214,,,,250
node,2117850927,别勒阿依热克佐苏套,,,,4530,39.8772503,73.9123341,,,,465
node,9592100184,Главный Курган,,,,4528,40.0198367,72.7387625,,,,331
node,11987843843,,,,,4525,40.027455,73.9056892,,,,409
node,5742772086,Котин,,,,4521,39.6234744,70.2756786,,,,397
node,5767351090,,,,,4508,39.6682516,71.7644549,,,,215
node,5742773021,1000 years,1000 years,,,4507,39.6152134,70.2746128,,,,304
node,9217874124,,,,,4500,39.5723516,69.9912786,,,,258
node,5767976050,,,,,4490,39.596941,71.4215762,,,,225
node,6532907171,Птица,,,,4490,39.528009,70.2944565,,,,268
node,7795485766,,,,,4485,39.0950749,69.5363739,,,,563
node,10560169443,Шарт,,,,4485,39.7948987,73.5326743,,,,459
node,1532529409,Манас,,Манас,,4484.3,42.3218934,71.0214711,,,,3240
node,5578960410,Bakayir-Choku,Bakayir-Choku,Бакаир-Чоку,Бакайыр-Чоку,4455,42.2668028,71.2713972,,,,786
node,2314876825,,,,,4454,39.0474345,69.0762547,,,,541
node,5767976522,Кара-Суу,,,,4448,39.614811,71.7946662,,,,335
node,5607878566,,,,,4427,40.1577056,73.9138306,,,,275
node,5767976549,,,,,4410,39.4139211,71.0062262,,,,519
node,10707736624,,,,,4410,41.4118312,72.9123271,1690,,,2695
node,5765743146,,,,,4409,39.6922246,70.7170189,,,,331
node,5767976497,,,,,4402,39.3566111,71.1143062,,,,572
node,7341569952,,,,,4402,39.5266612,71.2126708,,,,237
node,2595063205,Пик Ильяса Тухватуллина,,Пик Ильяса Тухватуллина,,4395.5,42.1826651,71.2484802,,,,416
node,6027616709,,,,,4390,39.3602215,70.1139128,,,,335
node,10253768778,Independent Kyrgyzstan,Independent Kyrgyzstan,Эгемен Кыргызстан,,4380,39.7266301,70.2103615,,,,621
node,5743745497,Усен,,,,4378,39.6045309,70.2611947,,,,352
node,2596277539,,,,,4364.5,42.1369175,71.2152977,,,,624
node,2594926520,,,,,4359.7,42.1851745,71.1391897,,,,746
node,2593688895,,,,,4358.4,42.2110015,71.250527,,,,285
node,5767976357,,,,,4353,39.5149711,71.4329762,,,,238
node,10086900826,пик Александры,,,,4350,40.0938574,73.9246426,,,,241
node,5578960349,Чаткальская Ушба,,,,4347,41.9597547,71.8049014,,,,1188
node,5607878565,Кичиколь,,,,4346,40.1307139,73.8429028,,,,270
node,2594926525,Shavur-Say,Shavur-Say,Шавур-Сай,,4319.0,42.2015359,71.1226018,,,,278
node,5578960352,Пикгора,,,,4308,41.6493028,71.3068861,,,,931
node,5610390255,Bastion Peak,Bastion Peak,,,4303,39.007141,69.067115,,,,491
node,2593585772,,,,,4302.8,42.1701499,71.0199344,,,,581
node,2607456509,Adelunga,Adelunga,Аделунга,,4301.8,42.1235559,70.9689168,,Q355590,ru:Аделунга,432
node,5767976363,,,,,4296.3,39.4598211,71.4875362,,,,560
node,6187399655,,,,,4292,39.9814102,72.5790349,,,,303
node,2607402645,Beshtor,Beshtor,Бештор,,4291.7,42.0541323,70.8651702,,,,679
node,2605899294,,,,,4284.4,42.1318635,71.0326379,,,,392
node,9668742505,Маленький принц,,,,4281,39.6785362,71.7609289,,,,211
node,5767976382,,,,,4279.1,39.3797611,71.4098162,,,,528
node,5767976397,,,,,4278.7,39.4591111,71.3910462,,,,211
node,2593669614,,,,,4276.8,42.237095,71.2089637,,,,238
node,2591280604,,,,,4269.0,42.1644281,70.7365026,,,,851
node,5767976531,,,,,4268,39.3428811,71.0837662,,,,201
node,5768091073,,,,,4264,39.7981729,70.8644601,,,,1209
node,8685270893,Dushokha,,,,4264,39.1653973,70.0356305,,,,423
node,2600846525,,,,,4260.1,42.1526766,71.0911018,,,,481
node,1544318756,,,,,4258.0,42.2040671,70.7809661,,,,352
node,9429643454,,,,,4255,39.7557783,73.7092295,,,,440
node,1532511172,,,,,4253.0,42.2160023,70.802545,,,,311
node,5578960408,Кумыштаг,,,,4251,42.2633056,71.7960306,,,,978
node,2600846361,,,,,4250.9,42.1291811,71.1016086,,,,314
node,9330930504,,,,,4240,39.142287,69.8895498,,,,293
node,5767976364,,,,,4237.5,39.4719011,71.4601562,,,,202
node,1524480940,Sairam,Sairam,Сайрамский,,4236.1,42.1377455,70.4807342,,Q12560641,kk:Сайрам шыңы,1059
node,5767976516,,,,,4234,39.4910263,71.1319255,,,,270
node,2626959390,,,,,4221,39.3293028,73.8304942,,,,275
node,2607402655,,,,,4218.0,41.9206212,70.8068604,,,,588
node,349007607,,,,,4213.0,42.0636521,71.0401427,,,,428
node,2594729251,,,,,4210.0,42.266744,71.2029304,,,,254
node,2593669650,,,,,4201.3,42.2406127,71.1933138,,,,226
node,2596272815,,,,,4200.6,42.0389134,71.0034467,,,,378
node,5767976379,,,,,4199.0,39.3690811,71.4360862,,,,311
node,2594997216,,,,,4191.9,42.1515784,71.1376468,,,,307
node,8656570476,,,,,4180,39.1685773,69.8122834,,,,266
node,2600860762,,,,,4178.7,42.0313356,71.0158273,,,,248
node,2596272842,,,,,4172.7,42.0751218,71.0460831,,,,203
node,5767976501,,,,,4168,39.3861411,71.1320762,,,,267
node,2600865106,,,,,4164.8,42.0528386,71.053841,,,,216
node,349004342,Чатангат,,Чатангат,,4163.7,42.2642591,70.9455707,,,,544
node,2682031276,,,,,4149,39.7416244,70.5571019,,,,343
node,2594926549,,,,,4144.6,42.2203182,71.1303478,,,,267
node,2613063734,,,,,4142.5,42.0631143,70.9208709,,,,496
node,2592585201,,,,,4139.0,42.2101175,70.8606552,,,,518
node,3861285125,,,,,4137,39.6281544,70.0016832,,,,343
node,2596272858,,,,,4133.5,42.090931,71.0769773,,,,342
node,9429656823,,,,,4130,39.7905713,73.2769362,,,,526
node,2600861141,,,,,4127.7,42.0744504,71.0178295,,,,218
node,5767976381,,,,,4118.7,39.3434811,71.4153362,,,,210
node,2611844956,,,,,4118.1,42.066769,70.8847484,,,,309
node,2314877029,Кооль,,,,4113,39.1570507,69.0590095,,,,471
node,2596272821,,,,,4099.6,42.0523595,71.0134782,,,,224
node,5578960409,в. 4095,,,,4095,42.078792,72.052822,,,,502
node,2591226541,Nezavisimost',Nezavisimost',Независимость,,4091,42.1581046,70.5289619,,,,319
node,10679097062,,,,,4090,39.0774101,69.9725225,,,,308
node,5650020239,,,,,4080,39.6725454,70.3602025,,,,266
node,2594997213,,,,,4076.2,42.1402404,71.1670515,,,,239
node,2613292202,,,,,4066.3,41.938976,70.8122537,,,,268
node,2613168304,,,,,4065.4,41.9081986,70.7356911,,,,391
node,349007452,Зекир-бобо,,,,4062,41.4429513,70.5858724,,,,1226
node,5767976499,,,,,4060,39.3692911,71.1379962,,,,271
node,349004334,,,,,4052.7,42.2777084,71.0085936,,,,292
node,5767976510,,,,,4050,39.4097384,71.150701,,,,211
node,7136972439,Silver Wall,Silver Wall,,,4050,39.6206316,70.240488,,,,318
node,2592585191,,,,,4046.3,42.2018269,70.8197919,,,,335
node,5767976386,,,,,4035.1,39.3491911,71.3934062,,,,237
node,1532511056,,,,,4034,42.1824792,70.5486245,,,,245
node,2607402685,,,,,4029.7,41.9553271,70.8557755,,,,247
node,5767976511,,,,,4029,39.4106336,71.1632537,,,,221
node,1528018493,Аксуат,,Аксуат,,4027.4,42.3639863,70.7712045,,,,542
node,2607444902,,,,,4019.7,42.0202421,70.9889904,,,,205
node,6206240364,,,,,4015,39.7194014,70.8004474,,,,737
node,1544318784,,,,,4012.1,42.225547,70.901512,,,,364
node,2596272869,,,,,4009.6,42.0946194,71.0996664,,,,201
node,4778066878,Чингуль,,,,4008.8,41.4084196,70.5494998,,,,209
node,5767976434,,,,,3995.5,39.3727511,71.3488762,,,,214
node,1544319047,,,,,3967.1,42.362796,70.893859,,,,448
node,4780409168,,,,,3953.6,41.3783744,70.7422621,,,,922
node,5771044640,Тогуз-Булак,,,,3946,39.7448925,70.8004138,,,,305
node,3363501268,Улитор,,Улитор,,3942,39.8987739,71.802864,,,,401
node,5578958598,Каракыр,,,,3938,41.5814806,71.3095111,,,,329
node,2593473970,,,,,3928.2,42.2193512,70.8271549,,,,301
node,1528018499,,,,,3923.7,42.3745913,70.7254355,,,,227
node,2592555844,,,,,3908.0,42.1661885,70.8032308,,,,291
node,5587503559,,,,,3903,42.2239334,72.7685281,,,,890
